make,model,registration,year,inspection date,engine size,engine power
make7,model20,BXJ-576,1997,2018-07-11,1963,275
make5,model9,XFD-820,2004,2018-08-10,1912,135
make9,model19,YME-328,2012,2018-04-11,742,174
make3,model16,SXU-378,1995,2018-12-01,946,220
make5,model5,FVM-599,2011,2018-08-29,1743,307
make7,model11,GIB-558,1990,2018-02-22,1373,461
make5,model1,WOR-799,2004,2018-05-26,2907,339
make10,model9,OTT-910,1993,2018-08-17,2667,77
make5,model20,IXJ-218,1993,2018-08-26,2142,147
make7,model9,DGA-453,2010,2018-01-02,834,57
make3,model17,EKV-928,2000,2018-09-27,2157,499
make6,model17,IUQ-981,1990,2018-08-20,585,255
make6,model7,WHB-535,2001,2018-09-03,2467,74
make0,model16,BQP-802,1990,2018-09-30,1101,404
make7,model7,LQO-598,2002,2018-09-18,1095,419
make2,model17,AJF-479,2002,2018-11-02,2075,74
make8,model6,TSM-505,1997,2018-07-27,2918,93
make3,model15,TNE-506,1992,2018-06-02,807,101
make3,model1,KMJ-163,2004,2018-03-13,1655,449
make6,model7,SMH-105,1992,2018-04-25,2144,364
make3,model3,FTU-889,2002,2018-07-13,1170,157
make9,model0,EXS-297,2000,2018-08-07,1968,407
make10,model14,EMI-427,2009,2018-11-09,1858,198
make3,model2,BWE-047,2008,2018-09-21,1674,395
make4,model6,RPZ-157,2013,2018-10-05,595,435
make0,model5,NBS-458,2002,2018-11-02,2196,253
make0,model10,PCB-340,1999,2018-05-01,747,194
make4,model16,GJR-908,2004,2018-09-06,2952,454
make1,model19,OAA-202,2007,2018-08-23,1337,213
make5,model13,POE-032,2003,2018-10-31,2077,242
make4,model18,LWR-215,2001,2018-07-09,1196,235
make4,model6,XKB-160,2010,2018-11-22,1907,285
make3,model3,LLM-435,2010,2018-04-13,613,145
make0,model11,MZO-026,2009,2018-07-28,2255,493
make1,model19,FHK-665,1990,2018-02-27,1652,196
make9,model4,QLX-015,2008,2018-11-11,2487,258
make3,model14,PLC-086,2005,2018-07-08,1686,381
make0,model8,UWV-666,2004,2018-09-10,2317,54
make3,model2,AQX-811,2010,2018-03-28,823,157
make5,model0,RES-927,1994,2018-08-07,1291,171
make2,model7,AWZ-070,2005,2018-09-21,1732,232
make7,model4,KLM-150,2010,2018-10-06,2108,424
make4,model12,KBY-073,2007,2018-01-01,1618,471
make9,model19,ZHB-738,1999,2018-09-05,2920,81
make1,model11,ITQ-005,2002,2018-11-19,1034,327
make10,model18,KKM-634,2011,2018-01-04,1894,85
make5,model6,IYS-890,1997,2018-01-31,561,219
make7,model19,MNX-212,2000,2018-07-08,1612,229
make0,model7,UYZ-373,1991,2018-04-19,1298,122
make10,model18,NMP-811,1990,2018-05-23,638,111
make4,model4,RBW-800,2008,2018-10-13,2698,320
make8,model3,SXS-619,1991,2018-10-18,2279,171
make8,model12,BAX-607,2002,2018-04-26,1832,140
make6,model2,BDD-277,2009,2018-11-09,1915,168
make5,model6,GRE-221,1990,2018-01-05,709,195
make9,model15,TTW-671,2005,2018-04-28,2308,497
make7,model8,MDI-202,1992,2018-06-22,2812,462
make7,model19,PYG-583,1996,2018-07-09,2288,137
make3,model0,NDY-994,2009,2018-03-20,1154,256
make0,model9,RLS-569,1995,2018-10-08,911,287
make5,model17,HNN-005,2010,2018-07-01,2154,247
make2,model12,MMK-211,2007,2018-12-14,587,369
make1,model0,UCM-952,2006,2018-10-25,2042,466
make0,model13,PQF-022,2005,2018-12-01,1106,94
make9,model15,PWA-041,1993,2018-11-09,1879,93
make3,model7,VOE-992,2006,2018-05-24,1971,486
make5,model5,NLD-690,1998,2018-01-24,2228,102
make6,model20,LJK-914,1990,2018-06-20,1954,93
make0,model5,XNK-644,2006,2018-03-25,732,62
make4,model7,MCE-101,2013,2018-03-29,2206,426
make8,model10,JHP-355,2007,2018-03-15,1759,435
make3,model12,JDS-392,2012,2018-07-13,513,273
make5,model8,CSI-967,1995,2018-06-22,2246,466
make8,model7,WGD-568,1994,2018-06-29,2034,264
make7,model13,REF-914,2011,2018-07-13,773,282
make7,model13,VRD-335,1997,2018-11-27,2323,170
make2,model16,KFJ-385,1993,2018-08-10,774,260
make5,model13,ELG-423,1991,2018-12-03,1395,205
make0,model3,MBS-464,2004,2018-02-28,2343,482
make8,model12,JGB-426,2000,2018-08-17,2673,309
make0,model4,YWO-440,2004,2018-01-31,2296,109
make7,model16,YIE-965,1999,2018-07-12,2374,56
make3,model2,RBV-295,2008,2018-10-01,2850,170
make7,model13,GVF-043,2006,2018-05-23,2528,465
make8,model16,MWP-092,1999,2018-08-29,1304,329
make2,model15,MER-310,1992,2018-11-30,2734,139
make8,model15,KRU-179,1997,2018-12-18,1918,198
make7,model9,KHK-506,1996,2018-09-06,1651,235
make4,model9,JXP-840,1999,2018-09-06,802,302
make4,model11,FWJ-271,1991,2018-02-22,1516,465
make2,model4,FQV-034,2007,2018-09-03,2477,232
make0,model17,OSO-688,2008,2018-12-10,1119,339
make9,model11,DRV-762,2003,2018-05-06,2429,378
make0,model20,VJI-248,1991,2018-06-10,1849,161
make5,model2,XIQ-356,2000,2018-08-25,1943,438
make6,model11,HPP-340,1996,2018-04-06,1735,357
make7,model16,JUE-721,2004,2018-05-07,1223,50
make2,model17,SQX-210,1990,2018-01-20,1295,381
make2,model11,FMD-348,2009,2018-09-01,908,490
make4,model8,POT-404,1996,2018-01-17,2225,59
make3,model7,ASC-418,1996,2018-01-26,1947,441
make4,model2,AXL-025,2001,2018-03-26,1132,68
make4,model5,WZO-643,1998,2018-09-14,2922,96
make1,model17,KAY-843,2001,2018-04-07,2617,131
make1,model20,HKB-664,2002,2018-04-22,2961,81
make3,model9,NJF-812,1991,2018-02-09,532,337
make8,model19,FBO-728,1996,2018-04-16,1728,498
make0,model15,OZW-010,2002,2018-08-22,2671,250
make1,model4,ABB-006,2011,2018-09-22,2863,70
make6,model14,CBJ-926,2000,2018-06-21,2163,155
make10,model5,HLI-569,2006,2018-10-13,2774,418
make9,model12,FCJ-972,2007,2018-03-19,2194,144
make8,model19,ALD-821,2004,2018-01-13,1430,334
make1,model15,OXF-566,2011,2018-11-12,1388,264
make3,model0,VQE-433,2012,2018-02-17,2028,402
make9,model7,VFC-462,2002,2018-07-02,620,364
make9,model7,JGM-227,1998,2018-05-11,1678,423
make4,model16,RDR-521,1996,2018-03-31,2356,370
make0,model7,GWV-574,2003,2018-07-01,1802,419
make7,model10,QZB-923,2001,2018-03-29,2260,105
make6,model12,DAV-598,1990,2018-08-12,1185,407
make7,model11,LPO-345,2001,2018-09-17,1749,62
make4,model7,ZAS-815,2010,2018-02-27,1251,296
make3,model17,WRN-544,1995,2018-04-10,1317,418
make5,model7,KNJ-913,1998,2018-06-01,2098,349
make7,model20,WCR-035,2013,2018-01-01,653,189
make1,model12,UBN-220,1994,2018-10-25,2640,167
make6,model9,HLW-149,1999,2018-04-11,1969,423
make1,model11,ANE-693,2001,2018-03-19,1862,67
make4,model17,VBU-626,2002,2018-04-18,914,405
make8,model4,ABH-934,1991,2018-01-26,2945,410
make3,model1,VVB-151,2006,2018-10-24,2662,87
make10,model0,VHK-828,1998,2018-01-02,2038,481
make0,model7,MPK-195,2012,2018-05-22,2088,294
make4,model20,QJQ-439,1991,2018-03-26,1692,59
make7,model18,KXM-276,2007,2018-12-04,2927,212
make8,model12,OFV-262,2013,2018-10-25,2928,355
make9,model19,RKB-584,2006,2018-10-07,1295,198
make3,model9,OTI-249,2013,2018-05-06,1830,297
make5,model20,ORC-000,2007,2018-12-14,1476,144
make2,model2,WPR-840,2007,2018-05-16,534,212
make2,model10,TXZ-522,1996,2018-08-25,571,463
make8,model19,CQB-153,2004,2018-11-11,2281,131
make2,model12,JFY-421,2004,2018-08-16,2387,281
make1,model7,RNY-396,1991,2018-01-10,1931,291
make3,model8,BWZ-852,1995,2018-11-24,1069,472
make5,model0,ENL-318,1993,2018-05-07,2143,457
make0,model13,XJJ-114,1995,2018-10-07,1367,149
make0,model11,YYF-486,1995,2018-02-16,1501,194
make3,model6,QHL-461,1994,2018-06-08,1555,337
make5,model1,OFE-735,1998,2018-06-16,671,254
make10,model3,JNG-562,1996,2018-11-29,2150,374
make6,model7,OFW-301,2010,2018-10-29,1619,171
make8,model4,NOD-630,1991,2018-12-23,1998,303
make8,model16,WTK-840,2002,2018-05-11,650,110
make2,model9,DZC-285,2002,2018-05-21,2373,87
make5,model20,XYF-463,2007,2018-06-02,731,347
make8,model14,BJU-276,1990,2018-06-01,795,246
make3,model13,QJQ-661,1999,2018-01-30,1948,125
make1,model3,KAG-955,1991,2018-09-07,2139,92
make4,model10,EWU-726,1992,2018-03-22,2477,95
make0,model13,YCW-192,2009,2018-10-28,937,462
make3,model0,IQT-556,2011,2018-07-03,1993,266
make8,model5,ZFD-033,2013,2018-03-18,1695,86
make10,model15,WEF-540,1995,2018-07-17,2412,424
make4,model5,GCH-349,2012,2018-12-15,2786,437
make3,model18,RPY-086,2010,2018-09-30,2013,175
make10,model6,CGP-228,2000,2018-09-03,1188,73
make5,model1,SDX-426,1997,2018-06-14,1703,402
make9,model2,KUS-884,2003,2018-05-04,784,493
make10,model20,ICA-299,2004,2018-01-14,2266,67
make2,model18,NID-777,1999,2018-12-02,2508,268
make2,model8,YWV-047,1991,2018-06-04,2014,301
make7,model0,QGN-831,1994,2018-02-04,796,274
make5,model11,OUB-860,2009,2018-07-26,961,333
make3,model12,LUN-315,1997,2018-07-16,530,114
make1,model10,DTA-381,2009,2018-03-05,653,216
make5,model6,PTB-977,1990,2018-09-24,2769,68
make3,model20,JII-320,2005,2018-09-07,1878,207
make4,model15,IWT-389,1990,2018-07-29,555,83
make9,model3,RLM-832,1997,2018-02-21,2912,137
make0,model1,GLG-196,2003,2018-08-09,2904,73
make1,model8,HAY-543,2009,2018-08-03,530,433
make0,model13,XQS-216,2000,2018-06-17,2947,171
make3,model6,ZIE-378,2010,2018-09-22,788,454
make7,model16,LQM-374,1994,2018-04-24,1168,261
make10,model17,KGI-956,1999,2018-08-10,1544,365
make10,model1,BVA-743,1994,2018-11-16,1371,439
make10,model5,DWH-131,2012,2018-10-06,2915,340
make10,model14,GIS-747,1993,2018-07-01,2517,207
make3,model10,GHI-667,2010,2018-04-22,1470,357
make7,model12,FHB-671,2012,2018-11-26,1215,428
make1,model15,PLC-324,2002,2018-05-04,1832,407
make0,model9,SLM-384,2003,2018-09-03,1280,247
make5,model16,WST-221,2000,2018-05-22,1794,379
make6,model12,PTN-763,2006,2018-08-31,2870,379
make10,model3,VAW-003,2010,2018-10-21,1724,135
make6,model11,SLD-004,2002,2018-07-03,971,478
make4,model20,NMS-927,1992,2018-12-07,2186,123
make6,model6,KJW-440,2000,2018-06-22,2468,167
make3,model14,RRW-299,1998,2018-05-20,2775,476
make2,model15,BVA-023,1992,2018-11-07,1517,422
make0,model19,AQR-528,1994,2018-01-27,2935,249
make6,model19,LZH-514,2006,2018-03-13,914,313
make10,model0,CFU-294,2009,2018-07-18,2542,139
make2,model20,YRK-132,2012,2018-11-23,1706,245
make0,model14,IMQ-093,1997,2018-12-04,2038,207
make4,model13,GMM-652,1990,2018-11-30,1824,467
make4,model13,YDF-912,1999,2018-05-17,2215,246
make4,model14,YYG-285,2011,2018-09-30,1251,411
make7,model12,PBK-078,1997,2018-05-26,1609,177
make2,model2,ZUU-655,2002,2018-11-14,1941,117
make1,model2,EZZ-548,1992,2018-10-13,2387,236
make8,model7,KWL-206,1992,2018-04-20,2137,476
make0,model4,WSL-759,2003,2018-11-28,1136,317
make9,model19,YCJ-403,2001,2018-08-29,860,484
make3,model18,JVF-410,1996,2018-10-25,1908,117
make7,model8,GSN-205,1993,2018-07-31,1210,413
make8,model10,AJH-040,1995,2018-08-12,1371,455
make10,model18,WGV-092,2001,2018-03-06,647,276
make10,model1,PDT-039,2009,2018-11-27,1985,385
make2,model20,JJU-610,2009,2018-06-27,664,485
make0,model0,TNK-432,2010,2018-10-10,2291,79
make9,model11,ZXE-282,2006,2018-09-04,1342,212
make10,model0,LKO-681,1996,2018-01-09,1120,257
make10,model14,LOI-090,2007,2018-08-04,2147,280
make2,model5,BEZ-871,2011,2018-05-07,2516,81
make5,model0,CZH-000,1999,2018-03-09,1386,417
make2,model18,ORG-533,2008,2018-06-06,1969,368
make2,model17,TIM-019,2006,2018-08-16,524,314
make5,model12,CNR-083,1995,2018-06-15,2903,152
make3,model6,XJX-126,2008,2018-12-21,1145,283
make9,model19,GLV-174,2011,2018-06-05,2205,249
make3,model19,EFA-761,2004,2018-08-24,837,442
make5,model18,VYZ-466,2010,2018-10-12,2277,62
make6,model0,WEQ-266,1993,2018-08-19,1563,344
make9,model2,SVY-959,2013,2018-10-04,1536,157
make3,model19,CAR-988,2003,2018-04-16,2721,463
make9,model17,SXW-587,2007,2018-11-24,2489,70
make2,model16,PNT-692,2013,2018-04-23,1393,173
make2,model15,XTY-809,2006,2018-06-27,1071,176
make3,model12,JJL-072,2007,2018-10-07,1583,151
make4,model12,JTR-477,2001,2018-10-15,2586,325
make3,model8,AOW-125,2004,2018-04-09,2485,355
make3,model5,FMG-155,2012,2018-02-18,1673,464
make5,model6,RHH-388,1990,2018-11-29,1310,80
make6,model4,NLA-317,1999,2018-04-24,1648,74
make6,model2,WHW-603,2010,2018-10-30,1221,96
make0,model11,LKM-554,1998,2018-09-09,1436,347
make10,model0,KIJ-018,2006,2018-05-20,2760,319
make6,model19,BKZ-393,2009,2018-08-14,2522,336
make4,model5,JIF-147,2002,2018-12-02,2531,405
make0,model12,ZGW-411,2000,2018-03-29,2561,366
make10,model16,GLX-364,1991,2018-02-04,1994,112
make6,model14,AKU-931,2002,2018-12-21,1720,351
make5,model4,PGI-061,2004,2018-04-01,2154,57
make6,model5,UKD-142,2009,2018-06-25,2047,442
make5,model2,TEF-016,2012,2018-06-21,927,449
make8,model17,VPZ-773,1994,2018-06-02,2761,476
make1,model2,RBW-673,1992,2018-10-30,2336,343
make5,model0,QRU-742,2002,2018-06-19,1433,424
make7,model16,EMN-468,2005,2018-11-07,1968,373
make4,model0,SXX-630,1997,2018-12-25,2772,64
make4,model8,YNW-917,2001,2018-01-10,991,191
make3,model10,PIW-681,2000,2018-07-24,808,426
make6,model9,GPE-865,2008,2018-09-11,2001,395
make10,model15,FAE-664,2005,2018-08-16,2133,224
make10,model4,WTE-394,1995,2018-02-02,2611,429
make5,model17,JZA-412,1992,2018-10-11,783,71
make5,model16,YOC-978,2009,2018-03-03,1358,106
make2,model14,AVH-291,2012,2018-01-27,2801,434
make9,model1,RII-727,1994,2018-08-24,1602,433
make0,model19,SSL-090,1995,2018-01-02,1128,54
make0,model15,VXP-279,1997,2018-10-25,2378,96
make6,model2,DDX-571,1994,2018-11-13,2449,175
make4,model0,DIU-319,2006,2018-06-01,1424,268
make9,model10,KMT-685,2009,2018-06-20,1747,267
make9,model5,EOP-249,2005,2018-10-13,2672,424
make6,model17,UOC-157,2003,2018-05-09,1483,131
make7,model11,DSY-953,2005,2018-10-03,1090,323
make0,model1,CEY-682,2009,2018-01-08,772,374
make1,model20,UMB-000,2008,2018-09-15,2053,457
make5,model2,FGG-850,2007,2018-10-23,1672,423
make9,model0,JPS-623,2003,2018-04-11,1551,469
make0,model16,FXH-207,2013,2018-10-04,1845,259
make4,model19,PUA-040,2004,2018-07-09,539,106
make1,model17,FYP-073,2012,2018-06-22,2511,430
make2,model16,BCG-522,2004,2018-08-13,2131,405
make5,model15,PKS-596,1993,2018-09-29,681,353
make10,model17,IBU-519,2008,2018-11-30,1835,65
make4,model11,YHV-132,2003,2018-11-22,1447,368
make7,model13,SHS-245,1996,2018-07-28,1761,187
make10,model15,HAA-184,1999,2018-04-07,1620,124
make1,model9,IDU-467,2002,2018-12-03,822,241
make3,model1,JXL-088,1998,2018-08-19,1139,443
make5,model4,EOT-051,2003,2018-04-26,765,297
make4,model19,WMI-536,2013,2018-10-18,2161,136
make1,model10,UFE-538,1996,2018-10-17,2120,109
make8,model9,XUF-611,2009,2018-02-01,2252,98
make4,model11,EKN-229,1998,2018-07-16,750,318
make5,model3,PAN-708,2000,2018-03-12,1223,314
make4,model2,ZJJ-796,1992,2018-04-06,1713,196
make8,model7,GTY-596,2000,2018-10-21,987,163
make9,model10,UIX-481,2010,2018-05-18,1767,385
make7,model14,EUE-609,2011,2018-08-03,2110,440
make2,model6,LZL-190,2012,2018-09-18,2572,66
make9,model1,UUV-893,2003,2018-08-13,2846,234
make10,model6,ZNB-904,2001,2018-08-14,2170,159
make3,model1,CZT-773,1990,2018-06-12,1796,224
make1,model1,IYC-616,1998,2018-06-04,2352,455
make7,model1,FIA-433,2003,2018-12-12,1490,403
make3,model17,QGM-540,2002,2018-09-21,2363,262
make3,model5,KER-762,2010,2018-09-08,1305,292
make3,model5,BFE-118,2003,2018-01-16,742,338
make3,model10,PWV-511,2007,2018-12-02,610,364
make5,model18,GOE-666,2013,2018-12-04,2654,346
make9,model11,NCA-977,2007,2018-01-25,867,77
make9,model20,RYM-644,1995,2018-10-24,2785,453
make0,model8,FLB-260,1996,2018-03-01,665,146
make4,model8,BDH-885,2011,2018-05-07,2712,236
make7,model17,YQO-086,2001,2018-09-06,702,430
make4,model17,EGT-319,2005,2018-03-30,1935,378
make0,model4,AOL-693,2010,2018-01-23,1427,360
make0,model7,DMN-271,2005,2018-06-16,2469,198
make1,model6,UAD-383,2001,2018-11-17,1725,387
make10,model1,RSC-986,2006,2018-09-04,2704,360
make1,model4,ASL-566,2011,2018-11-06,2974,424
make8,model14,GKP-330,1998,2018-06-10,997,320
make5,model13,SOH-251,2010,2018-07-10,811,232
make7,model1,NIC-524,2012,2018-12-25,2051,287
make9,model19,VJG-894,2009,2018-06-17,1784,361
make6,model2,CKA-718,2004,2018-03-10,2181,210
make7,model8,UHI-767,2008,2018-12-06,2612,300
make10,model8,DNA-618,2000,2018-10-18,2356,428
make7,model14,FQI-233,1997,2018-05-24,861,303
make1,model5,FBJ-147,2004,2018-12-02,1198,450
make8,model17,WAM-956,2006,2018-06-15,2280,445
make2,model3,YHM-768,2013,2018-08-10,2835,441
make10,model17,FRS-873,2005,2018-03-06,1228,291
make4,model18,QTF-402,2010,2018-02-22,1512,331
make1,model13,LEC-213,1996,2018-12-07,2942,356
make10,model15,FSB-013,1998,2018-04-01,768,409
make10,model20,PSX-691,1995,2018-10-25,1804,76
make1,model4,NBP-138,1999,2018-11-06,2244,435
make3,model16,OLU-258,2002,2018-06-20,2296,65
make8,model3,JZU-504,2002,2018-11-29,1320,274
make6,model6,JSA-501,2006,2018-12-20,918,131
make7,model18,DNQ-387,1990,2018-12-22,1964,152
make0,model1,HRJ-587,1993,2018-06-26,1683,74
make8,model3,EZA-451,2006,2018-09-25,2616,98
make0,model19,BNV-685,2001,2018-04-14,1478,494
make0,model11,QWU-238,1995,2018-10-05,560,476
make9,model6,JUD-840,2005,2018-02-07,837,213
make9,model15,HND-244,2007,2018-01-03,2165,98
make1,model17,ZWL-697,2007,2018-06-29,1244,206
make3,model15,KYW-760,2005,2018-09-27,1970,411
make0,model13,FPJ-395,1997,2018-04-12,2475,167
make2,model7,ISC-773,1997,2018-07-30,1594,215
make8,model18,NYE-353,1996,2018-08-21,2588,273
make4,model2,SZX-561,2001,2018-08-06,2604,406
make1,model6,ZXH-321,1991,2018-10-05,1105,225
make9,model6,PPU-841,1999,2018-12-08,1881,294
make8,model6,DFE-309,2012,2018-12-27,603,472
make10,model5,LWX-771,1991,2018-02-27,2247,173
make5,model0,PEP-204,1993,2018-08-31,937,428
make10,model16,VNO-954,1990,2018-07-29,1797,195
make5,model19,DPA-073,2005,2018-11-23,896,466
make1,model8,LXE-637,1996,2018-09-09,631,396
make9,model4,KTA-800,1994,2018-07-24,2647,221
make4,model3,JCX-943,1993,2018-10-31,1645,434
make4,model3,XUW-038,2013,2018-08-09,2713,220
make0,model9,NFP-772,1990,2018-06-14,875,423
make5,model0,UHU-343,2003,2018-06-01,894,158
make8,model3,YWN-802,2009,2018-08-15,1244,208
make3,model15,OYR-759,2011,2018-02-03,1828,325
make1,model11,RKJ-181,1998,2018-02-12,2946,171
make3,model1,YCB-570,2001,2018-03-30,2924,192
make7,model17,BON-006,1993,2018-07-23,2029,478
make4,model4,NLB-860,1998,2018-04-21,1318,349
make3,model2,FQH-708,1994,2018-03-25,1236,474
make5,model20,NHG-011,2007,2018-10-23,586,479
make2,model2,VVV-206,1991,2018-06-27,1952,267
make6,model11,YXR-202,2000,2018-10-04,2292,225
make3,model6,QPX-285,1993,2018-06-05,1381,194
make10,model10,DVQ-804,1997,2018-04-15,2183,76
make6,model20,THQ-527,2008,2018-08-31,693,97
make6,model18,URV-677,1990,2018-10-23,554,132
make5,model0,MED-501,1998,2018-09-28,914,213
make5,model20,QZS-442,2006,2018-06-02,2567,141
make9,model13,IMN-662,1991,2018-09-07,2693,193
make7,model19,SBZ-476,2002,2018-11-20,1902,90
make10,model2,VYO-319,2013,2018-10-02,1338,198
make5,model10,DVQ-089,1998,2018-08-26,974,72
make6,model20,GHM-892,1996,2018-05-15,1805,453
make9,model1,VUK-034,1997,2018-07-25,571,70
make10,model3,NFM-004,1995,2018-07-15,1544,255
make2,model1,REL-589,1999,2018-08-05,1582,93
make6,model6,DOE-541,2003,2018-03-25,1254,335
make1,model8,JRH-414,2004,2018-07-18,1523,266
make8,model19,HJQ-413,1998,2018-06-04,1742,154
make4,model5,KMJ-782,1999,2018-06-03,577,437
make10,model15,IOS-066,2011,2018-04-24,2824,195
make3,model18,TOI-500,1996,2018-02-27,2626,137
make0,model15,NBH-556,2009,2018-02-28,1057,327
make9,model4,YBP-927,2006,2018-05-12,2954,221
make4,model15,TTN-765,2002,2018-06-27,1790,319
make8,model3,WPJ-430,2005,2018-09-30,2254,292
make9,model10,HEC-374,2003,2018-01-27,1058,378
make2,model2,NVC-289,1997,2018-09-25,2284,250
make7,model0,MRD-799,1992,2018-10-12,1135,318
make10,model18,XHU-833,1994,2018-07-26,2902,152
make8,model0,OII-432,2011,2018-04-21,2406,156
make0,model17,MTK-140,2002,2018-04-01,2819,299
make5,model8,WEI-576,2007,2018-06-20,699,396
make4,model5,UFF-952,1999,2018-01-23,1111,386
make5,model5,NMZ-307,1994,2018-12-06,2269,96
make8,model14,JKK-097,1999,2018-03-18,1058,410
make0,model6,KPH-884,2003,2018-11-21,1771,483
make8,model4,UWF-500,1998,2018-06-03,1860,223
make9,model16,VQT-004,1994,2018-02-19,1935,123
make2,model8,ELV-688,1998,2018-03-17,2017,163
make7,model19,NAT-300,2002,2018-09-29,1145,265
make0,model19,QTQ-601,1994,2018-06-14,2193,230
make10,model16,ZCU-767,1991,2018-01-28,1865,429
make5,model8,PII-885,1997,2018-05-25,930,96
make1,model16,UWC-913,2002,2018-04-19,1664,435
make3,model5,DSU-429,2006,2018-11-09,2129,288
make6,model1,KKA-439,1992,2018-07-21,2728,282
make0,model12,WLM-058,1999,2018-06-26,2266,50
make7,model7,EQZ-729,2001,2018-09-22,1484,498
make1,model13,HZF-508,1995,2018-03-30,1185,86
make3,model6,ORE-536,2007,2018-01-02,1537,188
make2,model11,CUW-159,2001,2018-04-11,1974,240
make1,model20,DVB-624,2011,2018-11-09,766,203
make6,model19,RYA-217,2013,2018-09-05,542,213
make5,model17,KST-684,2012,2018-10-07,1661,117
make9,model16,JHE-457,1995,2018-04-01,2523,407
make8,model4,YPS-117,1997,2018-05-17,2303,166
make5,model1,IMJ-350,2003,2018-01-07,2549,396
make0,model5,MYE-981,2008,2018-12-16,1530,456
make10,model4,FPE-392,2008,2018-07-05,1876,260
make8,model4,GHS-022,1999,2018-08-15,699,360
make7,model19,LRE-935,1998,2018-06-29,2901,377
make6,model6,NWO-558,2004,2018-08-02,2910,123
make4,model7,DCB-345,2008,2018-02-22,1699,225
make9,model20,DEU-652,1990,2018-01-28,1095,231
make1,model1,JPX-819,2003,2018-04-12,2311,116
make3,model9,CGN-509,2013,2018-07-14,1823,420
make2,model2,HQB-273,2001,2018-03-30,1781,132
make0,model17,VAZ-754,1994,2018-11-28,2509,63
make3,model12,WXS-953,2008,2018-11-01,2063,213
make9,model7,QDV-690,2002,2018-07-31,2219,393
make8,model18,RPF-494,2006,2018-07-29,2824,95
make9,model9,EFP-695,1994,2018-07-10,870,495
make1,model16,QNX-342,1993,2018-09-01,2274,157
make1,model15,PNM-682,2008,2018-07-07,1562,205
make4,model14,MVN-905,2007,2018-11-18,1634,402
make1,model17,SZH-755,1993,2018-03-01,2198,172
make3,model11,GBK-058,1992,2018-03-27,709,487
make5,model8,HXZ-852,2004,2018-04-27,2333,379
make7,model7,USQ-563,1995,2018-07-30,1140,468
make6,model10,PWX-019,2002,2018-06-03,1119,143
make1,model7,UVR-227,2003,2018-09-07,2899,71
make9,model13,SHG-385,2013,2018-03-03,820,89
make0,model3,SSI-870,2010,2018-03-21,2471,252
make1,model19,TGO-066,1992,2018-02-28,718,178
make5,model17,MOB-921,1995,2018-07-24,564,58
make6,model7,KHK-900,2011,2018-10-12,1218,140
make10,model8,HNH-642,1994,2018-09-04,1447,497
make8,model6,FXC-352,2005,2018-05-17,2225,62
make5,model8,YLJ-480,2006,2018-01-18,2581,99
make6,model2,DYS-287,1995,2018-11-10,2073,78
make2,model15,CWR-896,1997,2018-12-24,1605,309
make1,model10,SWB-703,2002,2018-06-29,2120,227
make7,model10,DXD-364,2012,2018-01-14,745,94
make8,model20,IKC-388,1995,2018-01-01,533,143
make7,model5,NQM-296,1996,2018-05-16,2277,436
make3,model20,VXW-938,1995,2018-02-25,641,361
make2,model1,EWU-014,1991,2018-09-10,1071,67
make3,model12,OXM-963,2012,2018-08-07,599,82
make3,model5,GVT-911,1997,2018-11-04,548,456
make5,model18,BTW-822,1992,2018-09-20,2537,347
make1,model3,RCJ-637,2005,2018-04-08,607,97
make0,model16,ANR-824,2007,2018-03-10,1478,96
make8,model19,YRU-550,2013,2018-07-01,2309,449
make6,model10,DTH-712,2006,2018-07-21,946,469
make3,model15,FDQ-720,2000,2018-08-18,1861,173
make6,model3,OCH-755,2003,2018-01-12,2736,195
make9,model3,IBK-688,2011,2018-04-07,2755,217
make0,model10,GDJ-695,1995,2018-07-08,1823,491
make10,model10,ICI-146,1993,2018-10-18,2362,192
make10,model9,NJI-863,2005,2018-03-08,3000,243
make5,model2,WGK-327,2011,2018-06-18,2536,246
make9,model18,KNW-243,2007,2018-08-12,2528,284
make10,model20,MCU-137,2004,2018-12-03,1566,201
make5,model2,AFK-802,1999,2018-12-12,1809,197
make3,model0,SMI-299,2006,2018-10-11,2866,140
make1,model14,EIL-934,1999,2018-12-17,2838,78
make1,model12,JKT-996,1993,2018-05-11,2063,432
make8,model3,ZCC-511,1999,2018-09-08,1241,57
make0,model0,ONJ-113,2010,2018-05-12,2363,411
make4,model3,UAH-898,2011,2018-07-30,1850,125
make9,model19,ZPS-431,2006,2018-05-22,719,345
make7,model17,VNP-708,2013,2018-10-26,1329,158
make10,model1,GMR-700,2009,2018-08-05,2214,94
make3,model20,EIW-089,2003,2018-10-09,2827,421
make3,model10,MQZ-042,2011,2018-01-08,778,453
make6,model11,AVJ-274,1998,2018-12-12,2218,377
make3,model20,XMQ-362,2006,2018-03-21,720,372
make1,model17,MBY-629,2007,2018-12-09,2412,316
make5,model11,IWR-198,2012,2018-12-21,766,286
make6,model8,NNT-047,2004,2018-10-19,2353,358
make0,model6,YCT-445,2005,2018-01-22,687,300
make6,model3,OJU-202,1996,2018-07-11,2204,84
make6,model1,EDU-760,1998,2018-01-30,1618,417
make3,model20,AUF-516,2012,2018-09-09,2813,494
make0,model11,IQK-625,1993,2018-01-05,576,123
make8,model11,DET-625,2008,2018-12-17,1179,306
make0,model11,JSQ-059,2012,2018-11-04,1296,385
